4785.2.1#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_talath_dirnen_3;Echad Feredir;Talath Dirnen;Talath Dirnen;;Talath Dirnen;;;;;;;;;x
b_talath_dirnen_3_adj;Echad Feredir;;Talath Dirnener;;;;;;;;;;;x
b_talath_im_teliath;Talath-im-Teliath;Talath-im-Teliath;Talath-im-Teliath;;Talath-im-Teliath;;;;;;;;;x
b_talath_im_teliath_adj;Talath-im-Teliathrim;;talath-im-teliather;;;;;;;;;;;x
b_talath_im_teliath_2;Norlabor Bain;Talath-im-Teliath;Talath-im-Teliath;;Talath-im-Teliath;;;;;;;;;x
b_talath_im_teliath_2_adj;Norlabor Bain;;talath-im-teliather;;;;;;;;;;;x
b_talath_im_teliath_3;Ruimbor;Talath-im-Teliath;Talath-im-Teliath;;Talath-im-Teliath;;;;;;;;;x
b_talath_im_teliath_3_adj;Ruimborim;;talath-im-teliather;;;;;;;;;;;x
b_talath_or_andram;Talath-or-Andram;Talath-or-Andram;Talath-or-Andram;;Talath-or-Andram;;;;;;;;;x
b_talath_or_andram_adj;Talath-or-Andramrim;;talath-or-andramer;;;;;;;;;;;x
b_talath_or_andram_2;Ivrilost;Talath-or-Andram;Talath-or-Andram;;Talath-or-Andram;;;;;;;;;x
b_talath_or_andram_2_adj;Ivrilothrim;;talath-or-andramer;;;;;;;;;;;x
b_talath_or_andram_3;Nan-en-Duvedhel;Talath-or-Andram;Talath-or-Andram;;Talath-or-Andram;;;;;;;;;x
b_talath_or_andram_3_adj;Nan-en-Duvedhel;;talath-or-andramer;;;;;;;;;;;x
b_talath_or_ramdal;Talath-or-Ramdal;Talath-or-Ramdal;Talath-or-Ramdal;;Talath-or-Ramdal;;;;;;;;;x
b_talath_or_ramdal_adj;Talath-or-Ramdalrim;;talath-or-ramdaler;;;;;;;;;;;x
b_talath_or_ramdal_2;Echad Ruscaras;Talath-or-Ramdal;Talath-or-Ramdal;;Talath-or-Ramdal;;;;;;;;;x
b_talath_or_ramdal_2_adj;Echad Ruscaras;;talath-or-ramdaler;;;;;;;;;;;x
b_talath_or_ramdal_3;Nor-en-Garaf;Talath-or-Ramdal;Talath-or-Ramdal;;Talath-or-Ramdal;;;;;;;;;x
b_talath_or_ramdal_3_adj;Nor-en-Garaf;;talath-or-ramdaler;;;;;;;;;;;x
b_talath_or_ramdal_4;Duilbar;Talath-or-Ramdal;Talath-or-Ramdal;;Talath-or-Ramdal;;;;;;;;;x
b_talath_or_ramdal_4_adj;Duilbarim;;talath-or-ramdaler;;;;;;;;;;;x
b_talath_rhunen;Talath Rhûnen;Talath Rhûnen;Talath Rhûnen;;Talath Rhûnen;;;;;;;;;x
b_talath_rhunen_adj;Talath Rhûnenrim;;Talath Rhûnener;;;;;;;;;;;x
b_talath_rhunen_2;Talath Rhûnen;Talath Rhûnen;Talath Rhûnen;;Talath Rhûnen;;;;;;;;;x
b_talath_rhunen_2_adj;Talath Rhûnenrim;;Talath Rhûnener;;;;;;;;;;;x
b_talath_rhunen_3;Amrûn;Talath Rhûnen;Talath Rhûnen;;Talath Rhûnen;;;;;;;;;x
b_talath_rhunen_3_adj;Amrûnedhel;;Talath Rhûnener;;;;;;;;;;;x
b_talath_rhunen_4;Bar-en-Faronwed;Talath Rhûnen;Talath Rhûnen;;Talath Rhûnen;;;;;;;;;x
b_talath_rhunen_4_adj;Bar-en-Faronwed;;Talath Rhûnener;;;;;;;;;;;x
b_tanta_celu;Tanta Celu;Tanta Celu;Tanta Celu;;Tanta Celu;;;;;;;;;x
b_tanta_celu_adj;Tanta Celrim;;Tanta Celer;;;;;;;;;;;x
b_tanta_celu_2;Niombar;Tanta Celu;Tanta Celu;;Tanta Celu;;;;;;;;;x
b_tanta_celu_2_adj;Niombarim;;Tanta Celer;;;;;;;;;;;x
b_tanta_celu_3;Caraethyss;Tanta Celu;Tanta Celu;;Tanta Celu;;;;;;;;;x
b_tanta_celu_3_adj;Caraethyss;;Tanta Celer;;;;;;;;;;;x
b_tanta_celu_4;Echad Beregrim;Tanta Celu;Tanta Celu;;Tanta Celu;;;;;;;;;x
b_tanta_celu_4_adj;Beregrim;;Tanta Celer;;;;;;;;;;;x
b_taras;Barad Dol;;;;;;;;;;;;;x
b_taras_adj;Barad Dol;;;;;;;;;;;;;x
b_taras_2;Tarost;;;;;;;;;;;;;x
b_taras_2_adj;Tarothrim;;;;;;;;;;;;;x
b_taras_3;Amon Taras;;;;;;;;;;;;;x
b_taras_3_adj;Amon Taras;;;;;;;;;;;;;x
b_taras_4;Túrion Vinyamar;;;;;;;;;;;;;x
b_taras_4_adj;Túrion Vinyamarin;;;;;;;;;;;;;x
b_taras_5;Vinyamar;;;;;;;;;;;;;x
b_taras_5_adj;Vinyamarin;;;;;;;;;;;;;x
b_taras_6;Ceuran;;;;;;;;;;;;;x
b_taras_6_adj;Ceuranin;;;;;;;;;;;;;x
b_taras_7;Cévatirion;;;;;;;;;;;;;x
b_taras_7_adj;Cévatirion;;;;;;;;;;;;;x
b_taras_tumladen;Taras Tumladen;Taras Tumladen;Taras Tumladen;;Taras Tumladen;;;;;;;;;x
b_taras_tumladen_adj;Taras Tumladen;;;;;;;;;;;;;x
b_tasarinan;Tasarinan;Tasarinan;Tasarinan;;Tasarinan;;;;;;;;;x
b_tasarinan_adj;Tasarinan;;;;;;;;;;;;;x
b_tasarinan_2;Saelelenel;Tasarinan;Tasarinan;;Tasarinan;;;;;;;;;x
b_tasarinan_2_adj;Saelelenelrim;;tasarinaner;;;;;;;;;;;x
b_tasarinan_3;Fangornathaldor;Tasarinan;Tasarinan;;Tasarinan;;;;;;;;;x
b_tasarinan_3_adj;Fangornathaldorim;;tasarinaner;;;;;;;;;;;x
b_taur_aros;Taur-Aros;Taur-Aros;Taur-Aros;;Taur-Aros;;;;;;;;;x
b_taur_aros_adj;Taur-Arosrim;;taur-aroser;;;;;;;;;;;x
b_taur_aros_2;Taur-Aros;Taur-Aros;Taur-Aros;;Taur-Aros;;;;;;;;;x
b_taur_aros_2_adj;Taur-Aros;;taur-aroser;;;;;;;;;;;x
b_taur_aros_3;Arossimbar;Taur-Aros;Taur-Aros;;Taur-Aros;;;;;;;;;x
b_taur_aros_3_adj;Arossimbarim;;taur-aroser;;;;;;;;;;;x
b_taur_aros_4;Thranduilost;Taur-Aros;Taur-Aros;;Taur-Aros;;;;;;;;;x
b_taur_aros_4_adj;Thranduilrim;;taur-aroser;;;;;;;;;;;x
b_taur_aros_5;Lothorthelian;Taur-Aros;Taur-Aros;;Taur-Aros;;;;;;;;;x
b_taur_aros_5_adj;Lothorthelian;;taur-aroser;;;;;;;;;;;x
b_taur_en_faroth;Taur en Faroth;Taur en Faroth;Taur en Faroth;;Taur en Faroth;;;;;;;;;x
b_taur_en_faroth_adj;Taur en Farothrim;;Taur en Farother;;;;;;;;;;;x
b_taur_en_faroth_2;Galadh-en-Estoladost;Taur en Faroth;Taur en Faroth;;Taur en Faroth;;;;;;;;;x
b_taur_en_faroth_2_adj;Galadh-en-Estoladost;;Taur en Farother;;;;;;;;;;;x
b_taur_en_faroth_3;Thanarombar;Taur en Faroth;Taur en Faroth;;Taur en Faroth;;;;;;;;;x
b_taur_en_faroth_3_adj;Thanarombarim;;Taur en Farother;;;;;;;;;;;x
b_taur_en_faroth_4;Orthindilost;Taur en Faroth;Taur en Faroth;;Taur en Faroth;;;;;;;;;x
b_taur_en_faroth_4_adj;Orthindilost;Taur en Farother;;;;;;;;;;;x
b_taur_en_faroth_5;Echad Nargothrondrim;Taur en Faroth;Taur en Faroth;;Taur en Faroth;;;;;;;;;x
b_taur_en_faroth_5_adj;Nargothrondrim;;Taur en Farother;;;;;;;;;;;x
b_taur_na_guruthos;Taur-na-Guruthos;Taur-na-Guruthos;Taur-na-Guruthos;;Taur-na-Guruthos;;;;;;;;;x
b_taur_na_guruthos_adj;Taur-na-Guruthosrim;;taur-na-guruthoser;;;;;;;;;;;x
b_taur_na_guruthos_2;Men-i-Ungol;Taur-na-Guruthos;Taur-na-Guruthos;;Taur-na-Guruthos;;;;;;;;;x
b_taur_na_guruthos_2_adj;Men-i-Ungol;;taur-na-guruthoser;;;;;;;;;;;x
b_taur_na_neldor;Taur-na-neldor;Taur-na-neldor;Taur-na-neldor;;Taur-na-neldor;;;;;;;;;x
b_taur_na_neldor_adj;Taur-na-neldor;;taur-na-neldorer;;;;;;;;;;;x
b_taur_na_neldor_2;Fêrond;Taur-na-neldor;Taur-na-neldor;;Taur-na-neldor;;;;;;;;;x
b_taur_na_neldor_2_adj;Fêrondrim;;taur-na-neldorer;;;;;;;;;;;x
b_taur_na_neldor_3;R?nellonost;Taur-na-neldor;Taur-na-neldor;;Taur-na-neldor;;;;;;;;;x
b_taur_na_neldor_3_adj;R?nellonothrim;;taur-na-neldorer;;;;;;;;;;;x
b_taur_na_neldor_4;Filegram;Taur-na-neldor;Taur-na-neldor;;Taur-na-neldor;;;;;;;;;x
b_taur_na_neldor_4_adj;Filegram;;taur-na-neldorer;;;;;;;;;;;x
b_taurcil;Taurcil;Taurcil;Taurcil;;Taurcil;;;;;;;;;x
b_taurcil_adj;Taurcilrim;;taurciler;;;;;;;;;;;x
b_taurcil_2;Himeryn;Taurcil;Taurcil;;Taurcil;;;;;;;;;x
b_taurcil_2_adj;Himerynrim;;taurciler;;;;;;;;;;;x
b_taurcil_3;Barad Aeldaugrim;Taurcil;Taurcil;;Taurcil;;;;;;;;;x
b_taurcil_3_adj;Aeldaugrim;;taurciler;;;;;;;;;;;x
b_tauriath;Tauriath;Tauriath;Tauriath;;Tauriath;;;;;;;;;x
b_tauriath_adj;Tauriathrim;;tauriather;;;;;;;;;;;x
b_tauriath_2;Melegyrmbar;Tauriath;Tauriath;;Tauriath;;;;;;;;;x
b_tauriath_2_adj;Melegyrmbarim;;tauriather;;;;;;;;;;;x
b_tavar_ulca;Tavar Ulca;;;;;;;;;;;;x
b_tavar_ulca_adj;Tavar Ulca;;;;;;;;;;;;x
b_tavar_ulca_2;Angestrin;;;;;;;;;;;;x
b_tavar_ulca_2_adj;Angestrim;;;;;;;;;;;;x
b_tavar_ulca_3;Amluderich;;;;;;;;;;;;x
b_tavar_ulca_3_adj;Amluderichrim;;;;;;;;;;;;x
b_tavar_ulca_4;Ringond Malthimbageth;;;;;;;;;;;;x
b_tavar_ulca_4_adj;Ringondrim;;;;;;;;;;;;x
b_tavar_ulca_5;Lavagwaith;;;;;;;;;;;;x
b_tavar_ulca_5_adj;Lavagwaith;;;;;;;;;;;;x
b_tavar_ulca_6;Felaband;;;;;;;;;;;;x
b_tavar_ulca_6_adj;Felabandrim;;;;;;;;;;;;x
b_tavar_ulca_7;Maechathel;;;;;;;;;;;;x
b_tavar_ulca_7_adj;Maechathelrim;;;;;;;;;;;;x
b_tavrobel;Tavrobel;Tavrobel;Tavrobel;;Tavrobel;;;;;;;;;x
b_tavrobel_adj;Tavrobelrim;;tavrobeler;;;;;;;;;;;x
b_tavrobel_2;Tavrobel;Tavrobel;Tavrobel;;Tavrobel;;;;;;;;;x
b_tavrobel_2_adj;Tavrobelrim;;tavrobeler;;;;;;;;;;;x
b_tavrobel_3;Talad Lithnen;Tavrobel;Tavrobel;;Tavrobel;;;;;;;;;x
b_tavrobel_3_adj;Lithnenrim;;tavrobeler;;;;;;;;;;;x
b_tavrobel_4;Gondiauriach;Tavrobel;Tavrobel;;Tavrobel;;;;;;;;;x
b_tavrobel_4_adj;Gondiauriachrim;;tavrobeler;;;;;;;;;;;x
b_tavrobel_5;Drafnorn;Tavrobel;Tavrobel;;Tavrobel;;;;;;;;;x
b_tavrobel_5_adj;Drafnorn;;tavrobeler;;;;;;;;;;;x
b_tavrobel_6;Celehenneth;Tavrobel;Tavrobel;;Tavrobel;;;;;;;;;x
b_tavrobel_6_adj;Celehennethrim;;tavrobeler;;;;;;;;;;;x
b_thalos;Thalos;Thalos;Thalos;;Thalos;;;;;;;;;x
b_thalos_adj;Thalosrim;;thaloser;;;;;;;;;;;x
b_thalos_2;Taur-en-Aerlinn;Thalos;Thalos;;Thalos;;;;;;;;;x
b_thalos_2_adj;Aerlinnrim;;thaloser;;;;;;;;;;;x
b_thalos_3;Gwelwen Melui;Thalos;Thalos;;Thalos;;;;;;;;;x
b_thalos_3_adj;Gwelwen Melui;;thaloser;;;;;;;;;;;x
b_thalos_4;Deilthan;Thalos;Thalos;;Thalos;;;;;;;;;x
b_thalos_4_adj;Deilthan;;thaloser;;;;;;;;;;;x
b_thangorodrim;Thangorodrim;Thangorodrim;Thangorodrim;;Thangorodrim;;;;;;;;;x
b_thangorodrim_adj;Thangorodrim;;thangorodrimer;;;;;;;;;;;x
b_thangorodrim_2;Enedath;Thangorodrim;Thangorodrim;;Thangorodrim;;;;;;;;;x
b_thangorodrim_2_adj;Enedathrim;;thangorodrimer;;;;;;;;;;;x
b_thangorodrim_3;Amonauria;Thangorodrim;Thangorodrim;;Thangorodrim;;;;;;;;;x
b_thangorodrim_3_adj;Amonauria;;thangorodrimer;;;;;;;;;;;x
b_thangorodrim_4;Uiria;Enedath;Thangorodrim;;Thangorodrim;;;;;;;;;x
b_thangorodrim_4_adj;Uiria;;thangorodrimer;;;;;;;;;;;x
b_thangorodrim_5;Amlubardh;Thangorodrim;Thangorodrim;;Thangorodrim;;;;;;;;;x
b_thangorodrim_5_adj;Amlubardh;;thangorodrimer;;;;;;;;;;;x
b_thangorodrim_6;Delu Onnadath;Thangorodrim;Thangorodrim;;Thangorodrim;;;;;;;;;x
b_thangorodrim_6_adj;Delu Onnadath;;thangorodrimer;;;;;;;;;;;x
b_thangorodrim_7;Eredan Mordol;Thangorodrim;Thangorodrim;;Thangorodrim;;;;;;;;;x
b_thangorodrim_7_adj;Eredan Mordol;;thangorodrimer;;;;;;;;;;;x
b_tharascar;Tharascar;Tharascar;Tharascar;;Tharascar;;;;;;;;;x
b_tharascar_adj;Tharascar;;tharascarer;;;;;;;;;;;x
b_tharascar_2;Barad Forn;Tharascar;Tharascar;;Tharascar;;;;;;;;;x
b_tharascar_2_adj;Barad Forn;;tharascarer;;;;;;;;;;;x
b_tharascar_3;Bar-en-Galesarn;Tharascar;Tharascar;;Tharascar;;;;;;;;;x
b_tharascar_3_adj;Galesarnrim;;tharascarer;;;;;;;;;;;x
b_tharascar_4;Maiwë;Tharascar;Tharascar;;Tharascar;;;;;;;;;x
b_tharascar_4_adj;Maiwëdil;;tharascarer;;;;;;;;;;;x
b_thargrod;Thargrôd;Thargrôd;Thargrôd;;Thargrôd;;;;;;;;;x
b_thargrod_adj;Thargrôdrim;;thargrôder;;;;;;;;;;;x
b_thargrod_2;Arodhaudh;Thargrôd;Thargrôd;;Thargrôd;;;;;;;;;x
b_thargrod_2_adj;Arodhaudhrim;;thargrôder;;;;;;;;;;;x
b_thargrod_3;Iant-en-Esgalduin;Thargrôd;Thargrôd;;Thargrôd;;;;;;;;;x
b_thargrod_3_adj;Iant-en-Esgalduin;;thargrôder;;;;;;;;;;;x
b_thargrod_4;Calenost;Thargrôd;Thargrôd;;Thargrôd;;;;;;;;;x
b_thargrod_4_adj;Calenothrim;;thargrôder;;;;;;;;;;;x
b_tharnivrim;Tharnivrim;Tharnivrim;Tharnivrim;;Tharnivrim;;;;;;;;;x
b_tharnivrim_adj;Tharnivrim;;tharnivrimer;;;;;;;;;;;x
b_tharnivrim_2;Cûost;Tharnivrim;Tharnivrim;;Tharnivrim;;;;;;;;;x
b_tharnivrim_2_adj;Cûothrim;;tharnivrimer;;;;;;;;;;;x
b_tharnivrim_3;Taur-en-Gwarim;Tharnivrim;Tharnivrim;;Tharnivrim;;;;;;;;;x
b_tharnivrim_3_adj;Gwarim;;tharnivrimer;;;;;;;;;;;x
b_tharnivrim_4;Belegrond;Tharnivrim;Tharnivrim;;Tharnivrim;;;;;;;;;x
b_tharnivrim_4_adj;Belegrim;;tharnivrimer;;;;;;;;;;;x
b_thorarhovan;Thorarhovan;Thorarhovan;Thorarhovan;;Thorarhovan;;;;;;;;;x
b_thorarhovan_adj;Thorarhovanrim;;thorarhovaner;;;;;;;;;;;x
b_thorarhovan_2;Ost-en-Sairophrim;Thorarhovan;Thorarhovan;;Thorarhovan;;;;;;;;;x
b_thorarhovan_2_adj;Sairophrim;;thorarhovaner;;;;;;;;;;;x
b_thorarhovan_3;Rond Aragul;Thorarhovan;Thorarhovan;;Thorarhovan;;;;;;;;;x
b_thorarhovan_3_adj;Rond Aragul;;thorarhovaner;;;;;;;;;;;x
b_tofnuath;Tofnuath;Tofnuath;Tofnuath;;Tofnuath;;;;;;;;;x
b_tofnuath_adj;Tofnuathrim;;tofnuather;;;;;;;;;;;x
b_tofnuath_2;Amon Hith;Tofnuath;Tofnuath;;Tofnuath;;;;;;;;;x
b_tofnuath_2_adj;Amon Hith;;tofnuather;;;;;;;;;;;x
b_tofnuath_3;Iaurothrad;Tofnuath;Tofnuath;;Tofnuath;;;;;;;;;x
b_tofnuath_3_adj;Iaurothrad;;tofnuather;;;;;;;;;;;x
b_tol_balar;Tol Balar;Tol Balar;Tol Balar;;Tol Balar;;;;;;;;;x
b_tol_balar_adj;Tol Balar;;Tol Balarer;;;;;;;;;;;x
b_tol_balar_2;Ost-en-Eressëa Iaur;Tol Balar;Tol Balar;;Tol Balar;;;;;;;;;x
b_tol_balar_2_adj;Ost-en-Eressëa Iaur;;Tol Balarer;;;;;;;;;;;x
b_tol_balar_4;Bânhirond;Tol Balar;Tol Balar;;Tol Balar;;;;;;;;;x
b_tol_balar_4_adj;Bânhirim;;Tol Balarer;;;;;;;;;;;x
b_tol_balar_3;Elrolhuntimbar;Tol Balar;Tol Balar;;Tol Balar;;;;;;;;;x
b_tol_balar_3_adj;Elrolhuntrim;;Tol Balarer;;;;;;;;;;;x
b_tol_balar_5;Lond-en-Toledhel;Tol Balar;Tol Balar;;Tol Balar;;;;;;;;;x
b_tol_balar_5_adj;Toledhelrim;;Tol Balarer;;;;;;;;;;;x
b_tol_balar_6;Gar Aiwen;Tol Balar;Tol Balar;;Tol Balar;;;;;;;;;x
b_tol_balar_6_adj;Gar Aiwen;;Tol Balarer;;;;;;;;;;;x
b_tol_galen;Tol Galen;Tol Galen;Tol Galen;;Tol Galen;;;;;;;;;x
b_tol_galen_adj;Tol Galen;;Tol Galener;;;;;;;;;;;x
b_tol_galen_2;Aerond Calendol;Tol Galen;Tol Galen;;Tol Galen;;;;;;;;;x
b_tol_galen_2_adj;Calendolrim;;Tol Galener;;;;;;;;;;;x
b_tol_galen_3;Bar-en-Lúthien;Tol Galen;Tol Galen;;Tol Galen;;;;;;;;;x
b_tol_galen_3_adj;Lúthienrim;;Tol Galener;;;;;;;;;;;x
b_tol_sirion;Minas Tirith;;;;;;;;;;;;;x
b_tol_sirion_adj;Minas Tirith;;;;;;;;;;;;;x
b_tol_sirion_2;Noldobardh;;;;;;;;;;;;;x
b_tol_sirion_2_adj;Noldobardrim;;;;;;;;;;;;;x
b_tol_sirion_3;Aerlond;;;;;;;;;;;;;x
b_tol_sirion_3_adj;Aerlondrim;;;;;;;;;;;;;x
b_tol_sirion_4;Barad Orodreth;;;;;;;;;;;;;x
b_tol_sirion_4_adj;Barad Orodreth;;;;;;;;;;;;;x
b_toll_glambr;Círbann-i-Tol;;;;;;;;;;;;;x
b_toll_glambr_adj;Círbann;;;;;;;;;;;;;x
b_toll_glambr_2;Toll Glambr;;;;;;;;;;;;;x
b_toll_glambr_2_adj;Glambrim;;;;;;;;;;;;;x
b_tormen_minasse;Tormen Minassë;;;;;;;;;;;;;x
b_tormen_minasse_adj;Tormen Minassë;;;;;;;;;;;;;x
b_tum_en_duirroe;Garthûr;;;;;;;;;;;;;x
b_tum_en_duirroe_adj;Garthûrim;;;;;;;;;;;;;x
b_tum_en_duirroe_2;Nenning;;;;;;;;;;;;;x
b_tum_en_duirroe_2_adj;Nennthrim;;;;;;;;;;;;;x
b_tum_en_duirroe_3;Ivan Lannoth;;;;;;;;;;;;;x
b_tum_en_duirroe_3_adj;Ivan Lannoth;;;;;;;;;;;;;x
b_tum_en_duirroe_4;Barad Nen;;;;;;;;;;;;;x
b_tum_en_duirroe_4_adj;Barad Nen;;;;;;;;;;;;;x
b_tum_en_duirroe_5;Iaunothrond;;;;;;;;;;;;;x
b_tum_en_duirroe_5_adj;Iaundothrondrim;;;;;;;;;;;;;x
b_tum_ivrin;Tawarenost;;;;;;;;;;;;;x
b_tum_ivrin_adj;Tawarenothrim;;;;;;;;;;;;;x
b_tum_ivrin_2;Gobel Neglad;;;;;;;;;;;;;x
b_tum_ivrin_2_adj;Gobel Neglad;;;;;;;;;;;;;x
b_tum_ivrin_3;Enolîn;;;;;;;;;;;;;x
b_tum_ivrin_3_adj;Enolîndrim;;;;;;;;;;;;;x
b_tum_ivrin_4;Barad Cinnog;;;;;;;;;;;;;x
b_tum_ivrin_4_adj;Barad Cinnog;;;;;;;;;;;;;x
b_tumhalad;Celonost;;;;;;;;;;;;;x
b_tumhalad_adj;Celonothrim;;;;;;;;;;;;;x
b_tumhalad_2;Caras Celebsîr;;;;;;;;;;;;;x
b_tumhalad_2_adj;Celebsîrim;;;;;;;;;;;;;x
b_tumhalad_3;Mintohta;;;;;;;;;;;;;x
b_tumhalad_3_adj;Mintohtin;;;;;;;;;;;;;x
b_tumladen;Tumladen;;;;;;;;;;;;;x
b_tumladen_adj;Tumladrim;;;;;;;;;;;;;x
b_tur_haretha;Barad Tûr;;;;;;;;;;;;;x
b_tur_haretha_adj;Barad Tûr;;;;;;;;;;;;;x
b_tur_haretha_2;Harethost;;;;;;;;;;;;;x
b_tur_haretha_2_adj;Harethrim;;;;;;;;;;;;;x
b_tur_haretha_3;Tûr Haretha;;;;;;;;;;;;;x
b_tur_haretha_3_adj;Tûr;;;;;;;;;;;;;x
b_turabagarth;Túrabagarth;;;;;;;;;;;;;x
b_turabagarth_adj;Túrabagarthrim;;;;;;;;;;;;;x
b_uldors_seat;Uldor's Keep;;;;;;;;;;;;x
b_uldors_seat_adj;Keep;;;;;;;;;;;;;x
b_uldors_seat_2;Keep Town;;;;;;;;;;;;;x
b_uldors_seat_2_adj;Keep Town;;;;;;;;;;;;;x
b_uldors_seat_3;Hildorost;;;;;;;;;;;;;x
b_uldors_seat_3_adj;Hildorim;;;;;;;;;;;;x
b_ungolost;Ungolost;;;;;;;;;;;;;x
b_ungolost_adj;Ungolothrim;;;;;;;;;;;;;x
b_vinyathrad;Ost-o-Vinyathrad;;;;;;;;;;;;x
b_vinyathrad_adj;Ost;;;;;;;;;;;;;x
b_vinyathrad_2;Vinyathrad;;;;;;;;;;;;;x
b_vinyathrad_2_adj;Vinyathradrim;;;;;;;;;;;;;x
b_vinyathrad_3;Tûriach;;;;;;;;;;;;;x
b_vinyathrad_3_adj;Tûriachrim;;;;;;;;;;;;;x
b_tum_ivrin_4;Barad Cinnog;;;;;;;;;;;;;x
b_tum_ivrin_4_adj;Barad Cinnog;;;;;;;;;;;;;x
b_tumhalad;Celonost;;;;;;;;;;;;;x
b_tumhalad_adj;Celonothrim;;;;;;;;;;;;;x
b_tumhalad_2;Caras Celebsor;;;;;;;;;;;;;x
b_tumhalad_2_adj;Celebsorim;;;;;;;;;;;;;x
b_tumhalad_3;Mintohta;;;;;;;;;;;;;x
b_tumhalad_3_adj;Mintohtin;;;;;;;;;;;;;x
b_tumladen;Tumladen;;;;;;;;;;;;;x
b_tumladen_adj;Tumladrim;;;;;;;;;;;;;x
b_tur_haretha;Barad Tûr;;;;;;;;;;;;;x
b_tur_haretha_adj;Barad Tûr;;;;;;;;;;;;;x
b_tur_haretha_2;Harethost;;;;;;;;;;;;;x
b_tur_haretha_2_adj;Harethrim;;;;;;;;;;;;;x
b_tur_haretha_3;Tûr Haretha;;;;;;;;;;;;;x
b_tur_haretha_3_adj;Tûr;;;;;;;;;;;;;x
b_turabagarth;Turabagarth;;;;;;;;;;;;;x
b_turabagarth_adj;Turabagarthrim;;;;;;;;;;;;;x
b_uldors_seat;Uldor's Keep;;;;;;;;;;;;x
b_uldors_seat_adj;Keep;;;;;;;;;;;;;x
b_uldors_seat_2;Keep Town;;;;;;;;;;;;;x
b_uldors_seat_2_adj;Keep Town;;;;;;;;;;;;;x
b_uldors_seat_3;Hildorost;;;;;;;;;;;;;x
b_uldors_seat_3_adj;Hildorim;;;;;;;;;;;;x
b_ungolost;Ungolost;;;;;;;;;;;;;x
b_ungolost_adj;Ungolothrim;;;;;;;;;;;;;x
b_vinyathrad;Ost-o-Vinyathrad;;;;;;;;;;;;x
b_vinyathrad_adj;Ost;;;;;;;;;;;;;x
b_vinyathrad_2;Vinyathrad;;;;;;;;;;;;;x
b_vinyathrad_2_adj;Vinyathradrim;;;;;;;;;;;;;x
b_vinyathrad_3;Tauriach;;;;;;;;;;;;;x
b_vinyathrad_3_adj;Tauriachrim;;;;;;;;;;;;;x
b_annon_daer;Annon Daer;;;;;;;;;;;;;x
b_annon_daer_adj;Annon Daer;;;;;;;;;;;;;x
b_barad_daer;Barad Daer;;;;;;;;;;;;;x
b_barad_daer_adj;Barad Daer;;;;;;;;;;;;;x
b_morgrond;Morgrond;;;;;;;;;;;;;x
b_morgrond_adj;Morgrond;;;;;;;;;;;;;x
b_udunost;Udûnost;;;;;;;;;;;;;x
b_udunost_adj;Udûnost;;;;;;;;;;;;;x
b_ost_in_gorthaur;Ost-in-Gorthaur;;;;;;;;;;;;;x
b_ost_in_gorthaur_adj;Ost-in-Gorthaur;;;;;;;;;;;;;x
b_morgawin;Morgawin;;;;;;;;;;;;;x
b_morgawin_adj;Morgawin;;;;;;;;;;;;;x
b_barad_belegoth;Barad Belegoth;;;;;;;;;;;;;x
b_barad_belegoth_adj;Barad Belegoth;;;;;;;;;;;;;x
b_angorodin;Angorodin;;;;;;;;;;;;;x
b_angorodin_adj;Angorodin;;;;;;;;;;;;;x
b_angorodin_2;Aiglirost;;;;;;;;;;;;;x
b_angorodin_2_adj;Aiglirothrim;;;;;;;;;;;;;x
b_angorodin_3;Bar Lossen;;;;;;;;;;;;;x
b_angorodin_3_adj;Bar Lossen;;;;;;;;;;;;;x
b_angorodin_4;Viníquetil;;;;;;;;;;;;;x
b_angorodin_4_adj;Viníquetil;;;;;;;;;;;;;x
b_angorodin_5;Glamdor;;;;;;;;;;;;;x
b_angorodin_5_adj;Glamdorrim;;;;;;;;;;;;;x
b_thimbalt;Thimbalt;;;;;;;;;;;;;x
b_thimbalt_adj;Thimbalrim;;;;;;;;;;;;;x
b_thimbalt_2;Storlagost;;;;;;;;;;;;;x
b_thimbalt_2_adj;Storlagothrim;;;;;;;;;;;;;x
b_thimbalt_3;Ost-en-Glamhoth;;;;;;;;;;;;;x
b_thimbalt_3_adj;Glamhothrim;;;;;;;;;;;;;x
b_thimbalt_4;Urutham;;;;;;;;;;;;;x
b_thimbalt_4_adj;Uruthamrim;;;;;;;;;;;;;x
b_thimbalt_5;Faugon;;;;;;;;;;;;;x
b_thimbalt_5_adj;Faugonrim;;;;;;;;;;;;;x
b_thimbalt_6;Lithmbar;;;;;;;;;;;;;x
b_thimbalt_6_adj;Lithmbar;;;;;;;;;;;;;x
b_lond_balar;Lond Balar;;;;;;;;;;;;;x
b_lond_balar_adj;Lond Balar;;;;;;;;;;;;;x
b_lond_balar_2;Celethost;;;;;;;;;;;;;x
b_lond_balar_2_adj;Celethothrim;;;;;;;;;;;;;x
b_lond_balar_3;Brithon Cîr;;;;;;;;;;;;;x
b_lond_balar_3_adj;Brithon Cîrim;;;;;;;;;;;;;x
b_lond_balar_4;Bar-en-Aearimgon;;;;;;;;;;;;;x
b_lond_balar_4_adj;Bar-en-Aearimgon;;;;;;;;;;;;;x
b_nimrawdor;Nimrawdor;;;;;;;;;;;;;x
